"sex","habitat","age_years","body_size_mm","body_temp_C","speed_m_s"
"Male","Open",4.73008416732773,95.8355683575926,24.0548924069568,16.7751701924161
"Female","Forest",3.32101189089008,104.638414981893,22.8455078049421,14.9361964697173
"Male","Open",1.68709031213075,98.8922798765069,23.6696554555418,9.76932431708244
"Male","Forest",5.07189806224778,99.0630196283497,31.0762738491174,17.9029022978843
"Male","Open",5.16080629569478,107.740970897649,33.2262119254473,12.4890991819114
"Female","Open",2.7715504032094,103.166963140337,23.5703194582869,15.6004848223613
"Male","Open",5.89366418449208,109.826995322222,50.1704333542818,13.3034622696651
"Male","Open",5.94017511140555,95.4308959780373,30.3534667322624,17.1153814719749
"Male","Forest",4.17329500569031,88.9511260457244,29.9830659054699,16.4742894101306
"Female","Forest",5.71076189074665,117.546037690953,32.0344869765124,16.8013624460374
"Female","Open",1.07003731210716,84.6111840370115,34.3725178937288,16.5943075326888
"Female","Forest",1.12665795045905,100.663865922358,23.8277890290807,14.9143612107587
"Male","Forest",3.43159326491877,102.017563038475,21.4162300013721,13.6828258086457
"Female","Open",2.33925990550779,95.5150628299048,34.7544049440818,15.7306013073683
"Female","Open",4.82039528572932,114.800524660072,22.0189624266821,13.8176806729217
"Male","Open",3.44027182925493,97.0807479805102,36.2448765895583,15.7712784739481
"Male","Open",4.73448673053645,99.9348734517374,23.0308700427117,15.2371780249346
"Male","Forest",1.21282852743752,89.8459260702275,30.1255363625128,16.394107822706
"Female","Open",3.2032141382806,91.0264034653206,27.1009646566807,17.0646752437209
"Male","Open",1.73032921878621,82.7421832401671,35.4294561090992,14.9233928627642
"Female","Forest",3.20971647650003,101.484683519639,30.8554417656586,17.0280982834114
"Male","Open",2.42057115328498,95.4673191610921,35.669955156766,16.8376765340544
"Female","Open",1.36812121747062,93.6678773651929,31.8604205017924,14.1655787231377
"Female","Forest",4.42675362247974,105.630318778781,29.9102556156991,19.7834120040988
"Female","Forest",4.9740922965575,108.708635536628,26.6756424529763,16.2518591282591
"Male","Forest",3.69104747683741,101.060739736255,29.7402323841291,17.1428190684325
"Female","Open",1.12293913634494,87.5035133054522,34.7360146506438,15.5528261240022
"Female","Open",2.39159956714138,105.589900439989,26.7496249514874,18.6619952267476
"Female","Forest",5.20473291887902,105.705461153627,31.8633633219528,16.1956789118953
"Female","Open",3.33705406892113,96.3938066119597,26.0657968248884,15.7303014175852
"Male","Open",4.8010570476763,94.1717304308923,29.176186873466,16.6610975652054
"Male","Forest",5.99032038031146,100.056537096672,20.9859894086323,17.6848797563622
"Male","Open",4.88915375224315,102.541003066911,30.3506441339956,16.5348378087783
"Female","Forest",5.39783539506607,117.706379891795,30.1131000777383,17.1272614891881
"Male","Open",3.46762856957503,89.6102857726616,19.6114344030204,14.1351407522825
"Male","Open",4.54358972632326,96.0133518274842,23.8916063167989,15.8318553774435
"Female","Forest",3.43785797269084,103.325229378924,28.2494348089857,17.8436508464913
"Male","Forest",4.91020458191633,98.5450525233247,23.5848723066367,15.479551598794
"Male","Open",5.55905687296763,102.68334430683,32.5469226616759,16.3547977931374
"Female","Forest",2.42996122129261,87.6180786991837,27.5914881004035,17.3345445326814
"Male","Forest",4.04185569402762,104.454197483748,25.909171912954,16.6760003768536
"Female","Open",3.70500183221884,108.193613774789,35.2582206423868,16.6133486417188
"Female","Forest",5.98225055984221,120.919376168343,30.2727394424214,18.2323613798888
"Male","Open",4.05422392091714,89.7657444171307,24.2892521315052,16.7439859257807
"Male","Open",2.05195879470557,83.5814402666257,35.6973610442475,16.2712779082055
"Female","Open",2.58798115095124,104.814884076703,40.6255283946654,14.3578953341101
"Male","Forest",5.52930192695931,96.5160852720057,28.697401965942,16.5605399856214
"Male","Open",2.61737353890203,85.1650606045365,24.1941001136129,14.9633104564204
"Male","Forest",3.80453056097031,103.339124276862,25.8290385566975,15.96476678516
"Male","Forest",4.46002773265354,102.786566401223,24.1017970838164,17.6344714606042
"Female","Forest",3.79978458769619,92.0103813186187,22.3527241939726,15.6049473145677
"Male","Open",2.71345603535883,102.232808367435,25.3246741878409,16.2835620813565
"Female","Forest",2.17248750058934,100.222566061067,24.8612050621314,16.2989411977775
"Male","Forest",3.14801378548145,86.0786429532999,18.3609987887926,14.4087114056548
"Male","Forest",4.68350330740213,93.1823523112823,25.4835673724731,16.4397536243137
"Male","Forest",2.87328401138075,89.6120533313467,32.4099882053657,15.9816363963867
"Male","Open",3.44339583092369,101.786055717375,18.7926510620246,13.3679429759864
"Female","Open",5.00255850399844,101.428762958578,36.7187856150114,16.161692196554
"Female","Forest",4.41521478374489,105.102799542753,30.6230483562316,17.2113891311638
"Female","Open",4.42842610203661,103.618969264554,26.6247351164152,17.0737109909606
"Female","Open",1.47324055922218,92.3107940840294,29.485997649994,17.2569463743176
"Male","Open",2.90344800357707,82.7039012153793,22.3091186516131,14.639328542542
"Male","Open",3.03486299258657,90.6435781856013,32.1719483132475,17.1212976975587
"Female","Open",2.9389262876939,105.699731186435,46.5722409235179,12.9445965567528
"Male","Open",3.95963501557708,94.7027652559308,24.7988253761011,10.941570079169
"Female","Open",5.18282347149216,104.715883280536,25.9175866868311,16.6492054916967
"Female","Open",3.60257221758366,101.889206122302,30.9737773513412,16.5611414840084
"Female","Open",3.15993143152446,94.7633632265521,28.5190340535266,16.6904324706615
"Male","Open",5.42364710150287,111.474811559322,33.7702961223716,16.2176184300205
"Female","Open",5.55183071084321,98.6945123140492,34.8435589072395,16.8305113263233
"Male","Open",1.26770039927214,87.6338665302013,29.513436656869,17.1180741671117
"Female","Forest",3.30411919066682,93.1693837588035,25.1091506209859,15.2486278550875
"Female","Forest",4.5866401088424,115.344214629646,28.0386272050389,16.7594152070153
"Male","Forest",2.86864032642916,86.3926469953429,28.1144717110069,17.120050705878
"Female","Open",1.14954465790652,104.628878945646,23.7630576700134,16.3471137180728
"Male","Open",1.13881590683013,96.3276690161221,28.5293582074868,16.7053308130159
"Female","Forest",4.49477194366045,115.582950886591,24.8690623533547,15.0708923359348
"Male","Forest",2.29401288577355,95.2314915672835,25.911394258399,15.6950658209996
"Female","Open",5.45340444683097,116.179709927079,29.0884865901312,14.2459311437787
"Male","Forest",1.40420503355563,84.5251438983743,25.9759951384947,17.1703434944581
"Female","Open",5.77819287101738,110.962430832661,36.2646376324653,5.46099929362964
"Female","Open",5.86634625587612,113.169353788309,28.8765234758659,16.6274305574033
"Female","Forest",1.70078808930703,83.8168662591531,24.7432358728949,16.2721981252597
"Female","Open",4.38902980904095,105.562516080943,25.3792994143409,16.3444800364094
"Female","Open",4.95598676521331,96.0279976826489,22.1118697837095,15.9574046211052
"Male","Open",4.50527766044252,86.2276209632354,35.8561225487875,15.4810765060616
"Male","Open",2.35975925950333,85.4992101958426,33.7245239716948,17.3606402618205
"Female","Forest",3.42682790616527,107.703504226216,33.0656164179815,15.5841892676883
"Female","Open",5.3856761965435,108.795741076188,24.730209433823,16.0780452675341
"Female","Forest",1.01631217310205,93.3384343125872,36.0405036846281,16.4694597248874
"Male","Forest",5.79061115882359,100.454762354058,34.4851176032771,15.4483579664588
"Female","Open",3.40603297366761,101.663797640652,34.9571407751637,17.0179214897222
"Male","Open",5.80076290317811,93.1971062396843,28.5744093521201,19.4271831337704
"Male","Forest",3.50944786937907,93.9254606744434,28.7678400930532,17.1076684149397
"Female","Open",1.11175899999216,84.7108807902238,17.7960839572362,13.9202169472054
"Female","Forest",1.55115200346336,93.6685778701547,27.0974393191789,16.4405610823592
"Male","Open",4.73783053015359,103.966305460411,35.3255413510062,15.2175450871864
"Male","Open",3.99532016157173,94.6848466297248,26.5683550300677,17.3226370910833
"Female","Open",4.90214841929264,104.781987885567,34.3894018079814,16.5566521221442
"Male","Forest",5.72887545824051,106.845613233341,23.6267214797782,16.29580119605
"Male","Open",2.78948129527271,90.4560490543883,27.8076159526183,17.402321089008
"Male","Forest",3.42916300543584,86.2438565546438,24.3098644775538,15.7778468182762
"Female","Open",3.63215305749327,90.0421182124518,32.5476082162836,15.9537694171362
"Female","Open",5.24179187859409,105.860617303535,20.5399172614685,15.8374889127182
"Male","Open",3.5058062619064,88.6946697915616,19.3541799710001,13.646944129903
"Female","Forest",2.72281225793995,102.194684557841,22.9997615549238,15.8778741975936
"Male","Open",3.91449568117969,107.075834485245,28.1830448810741,16.1496847416727
"Male","Open",3.63402979588136,91.4049757955596,26.8449185178289,16.4569334142281
"Female","Forest",5.53499496681616,115.910635937423,29.6113968239632,16.6027420267141
"Male","Forest",5.89557587425224,98.8667421427172,31.7904867467184,17.1825217559148
"Female","Forest",1.07334793801419,92.8669414334475,41.9735555414909,15.4310140555103
"Female","Forest",4.70999226579443,116.721888227099,30.8758158949331,16.9097686299968
"Male","Forest",3.38729290547781,83.7103548505196,22.873106236617,15.7127254089576
"Female","Open",5.4980667787604,109.989987922637,20.4690836916361,15.2054372551514
"Female","Forest",2.56061391229741,100.446634672737,29.2438706075278,16.6505658128266
"Female","Forest",2.32468341151252,103.444066653868,23.8870655443323,15.4935890555742
"Female","Open",3.75939763290808,102.917271547741,25.9454906173264,16.2815534484602
"Female","Forest",5.55772627028637,103.680509303294,34.4699081086176,17.5737720118668
"Male","Forest",1.53712832625024,86.7226459051344,21.7073819869142,14.8437042708762
"Female","Forest",5.76397988619283,112.424372567918,33.1416589700234,17.0285772467933
"Female","Forest",3.90446229861118,103.944861353682,32.1085248662364,17.1511819973236
"Male","Forest",5.39773930236697,103.10770090169,34.2654719520523,16.2162990855301
"Female","Open",5.03398771886714,119.153273768556,18.61638567009,15.0871470438193
"Female","Forest",3.51232510665432,91.4624657637087,22.6867754805775,14.0378732459775
"Female","Forest",5.18012761278078,115.812513956651,23.2722186067806,15.4912773923766
"Male","Open",5.52070379280485,103.152335257613,28.0216152568894,17.0650414713511
"Female","Forest",1.01256149611436,97.7262322258918,20.8372951459945,14.9612779548217
"Female","Forest",3.3147850506939,91.5224631191791,21.0907039649662,15.3631216388174
"Female","Forest",1.96914624562487,100.15243803739,24.3604797619677,16.4446299906265
"Female","Forest",1.64750848221593,90.5755763369364,26.9272860917806,15.8640409195701
"Male","Forest",1.66310900845565,88.6525591936586,24.5960310670805,16.4426597087829
"Female","Open",4.60757225076668,103.31011135467,22.3851104744558,16.1556459116544
"Male","Open",3.94204984442331,95.3304362553424,33.8254338507723,16.8777659355065
"Female","Open",3.67762080766261,98.8400870875141,24.5098421280337,16.5796908033514
"Male","Forest",4.78520102705806,100.841919055799,28.677307476991,16.7433659533139
"Male","Open",3.0394726016093,92.2262868354877,47.9022525322935,12.659074670866
"Male","Forest",1.43624152778648,95.9771097005408,41.7249371892432,15.047161361486
"Female","Open",5.6579749812372,107.039504078239,32.9993893559938,18.9291079322964
"Male","Open",4.6159103945829,99.6176997433485,22.7178859043422,17.1722496215978
"Male","Forest",2.8081724899821,94.9039816618913,20.3577923498258,14.977697553151
"Male","Forest",3.19392891856842,91.9113555840486,28.3535858563085,17.4793827514545
"Female","Forest",4.31131727201864,104.61578743538,29.5762310614324,16.0108341067003
"Female","Open",1.16014682943933,87.1965162594851,27.8105517015795,17.4445343710934
"Female","Open",1.08988756802864,87.911304759147,31.1903997247679,17.1415479554096
"Female","Forest",4.69559791637585,115.793148608833,25.5575198813925,16.4259660936502
"Female","Forest",1.42634263634682,97.4501980060783,28.0089941696396,17.7567820889723
"Female","Forest",2.15067275008187,108.93707093977,24.7847161141825,15.8791981014318
"Male","Forest",2.23420735355467,103.919202257029,27.7624706115505,16.9537586282101
"Male","Open",1.13489961391315,92.1743135100783,22.3809407748458,15.0354399132908
"Male","Forest",2.87598509364761,109.579002550774,32.6654073104829,17.9390921362167
"Male","Forest",1.44297752552666,90.4605734630019,32.4028221703614,14.4965578068284
"Male","Open",2.88097362057306,96.0950121645075,39.4087700542811,15.375834627283
"Female","Forest",2.12404157291166,98.2419714240496,25.6094851721968,16.48775160164
"Male","Open",5.05869439593516,99.9881526742888,15.317726037937,13.4926259539012
"Female","Forest",1.70780132082291,95.6358000755403,32.9537024153562,16.4502761192866
"Female","Forest",1.14843245269731,101.376582723513,20.6126652592009,14.5211466821861
"Female","Open",2.12414578325115,93.7732419559821,34.5963403653112,16.1625099092189
"Male","Open",4.83985220105387,103.356200794781,21.0452731985278,14.8344335961485
"Male","Open",4.18862015381455,100.145592907255,32.728214250479,18.47316333324
"Female","Open",4.92697564209811,110.429676644613,27.169250736774,17.5585602777583
"Female","Forest",2.66805713321082,94.4938298453474,28.9547127067576,16.7644730483217
"Male","Forest",3.88623024942353,93.2490936915285,25.6767762474341,16.9432929882223
"Female","Forest",2.2732997816056,91.0516071100189,27.6267238754003,16.1327446739548
"Male","Open",5.10760625032708,110.117983795269,23.9356539875465,20.7034353410713
"Male","Forest",2.34823008673266,92.171504303824,22.7934703926243,15.7584395357102
"Female","Forest",5.46390682714991,105.573186703653,32.5627159746398,15.5073966531819
"Female","Forest",4.32558058435097,95.3805531345824,25.882286790811,15.9007489224211
"Female","Forest",2.23940855148248,110.160558656872,32.7956633072413,17.6908261131819
"Female","Forest",5.91772398119792,114.034879801239,18.3673370022997,13.820583144077
"Male","Forest",4.48419470596127,97.1610897127808,26.6613496098519,17.1228584265318
"Male","Open",4.3346578583587,100.014344987411,19.9714482774305,14.3306514595682
"Male","Forest",2.59908410161734,102.902132912752,32.2015304781941,16.6983718807043
"Male","Forest",2.72189212054946,72.1219670339226,23.6799711244737,15.0101669943239
"Female","Open",2.53906801366247,104.326259671511,29.8693413553651,18.1818316316386
"Male","Forest",1.12372143217362,94.2910585352547,22.5124891597737,15.3755419716772
"Male","Forest",1.12095666839741,101.821326643126,24.0958004145816,14.7779824688928
"Male","Forest",5.05238330480643,107.959307612268,28.8123698109,15.0536033466037
"Female","Open",2.42263395828195,96.5872525169569,25.2734997976507,16.1687941296711
"Male","Open",2.12982770660892,101.528372633458,23.7405710401866,16.5993003579358
